state,county,winning_party,votes_for_winner,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,majority_race
Georgia,Brooks County,REP,4261,15629.0,7531.0,8098.0,5.6,56.8,33.6,0.0,0.8,0.0,11757.0,34890.0,5889.0,20964.0,1463.0,23.6,40.8,27.1,16.6,23.5,16.8,16.1,82.1,9.7,0.6,0.7,2.3,4.7,24.2,5865.0,75.2,18.3,6.4,0.1,13.6,White
Georgia,Bryan County,REP,14240,34883.0,17313.0,17570.0,6.6,74.3,14.6,0.5,1.5,0.0,24041.0,68589.0,5815.0,29880.0,1737.0,14.1,17.0,37.6,17.0,23.6,11.2,10.6,85.3,8.0,0.0,1.5,2.6,2.6,30.0,15250.0,75.3,18.3,6.3,0.1,7.9,White
Georgia,Bulloch County,REP,18387,73742.0,36288.0,37454.0,3.7,64.0,28.5,0.2,1.5,0.0,57432.0,39305.0,2425.0,20526.0,894.0,30.4,32.6,32.9,21.8,21.8,9.5,14.1,79.2,10.8,1.3,2.2,2.1,4.5,21.6,32662.0,67.3,24.6,7.7,0.3,9.3,White
Georgia,Burke County,REP,5400,22645.0,10752.0,11893.0,3.1,47.0,49.1,0.0,0.3,0.0,16455.0,38707.0,5008.0,19720.0,1231.0,29.2,47.4,28.0,18.1,19.8,14.8,19.4,87.7,7.8,0.2,0.7,1.0,2.7,26.4,8671.0,77.2,17.0,5.6,0.2,5.8,Black
Georgia,Butts County,REP,8406,23556.0,12464.0,11092.0,3.1,66.6,28.2,0.1,0.6,0.0,18209.0,39655.0,2735.0,21236.0,2495.0,23.5,31.6,27.3,16.3,25.3,14.4,16.7,85.7,9.0,0.0,0.2,0.6,4.6,30.8,8655.0,79.3,15.0,4.5,1.2,7.6,White
Georgia,Calhoun County,DEM,1263,6503.0,3915.0,2588.0,4.8,32.5,60.5,0.0,0.5,0.0,5141.0,29617.0,2794.0,13865.0,2459.0,32.2,41.7,30.3,21.4,17.5,15.0,15.8,79.2,9.8,0.6,2.5,0.2,7.6,22.6,1612.0,71.5,23.9,3.9,0.7,14.9,Black
Georgia,Camden County,REP,15249,52252.0,26821.0,25431.0,6.4,70.1,18.5,0.6,1.4,0.1,38225.0,53687.0,1418.0,26854.0,2141.0,12.7,20.2,33.0,19.6,23.8,12.1,11.5,84.0,7.2,0.2,4.8,2.0,1.8,22.8,21015.0,68.1,26.6,5.1,0.2,8.2,White
Georgia,Candler County,REP,3133,10894.0,5353.0,5541.0,11.5,61.2,23.5,0.7,0.8,0.0,7742.0,33125.0,4183.0,18233.0,1999.0,31.5,44.8,25.8,16.8,26.7,14.6,16.1,80.9,15.2,0.0,1.4,0.3,2.1,22.2,4279.0,74.8,16.1,8.9,0.2,6.3,White
Georgia,Carroll County,REP,37476,114898.0,56032.0,58866.0,6.7,71.1,18.7,0.3,0.8,0.1,84217.0,46844.0,1697.0,23139.0,1022.0,18.6,26.2,27.0,18.7,22.6,11.6,20.0,81.2,13.1,0.3,1.4,1.6,2.4,27.8,49458.0,79.2,15.1,5.6,0.1,9.4,White
Georgia,Catoosa County,REP,25167,65870.0,31953.0,33917.0,2.9,91.4,2.3,0.2,1.3,0.0,49624.0,54537.0,1845.0,25643.0,997.0,10.8,14.6,32.2,13.5,28.5,10.4,15.4,85.6,10.0,0.0,0.5,0.5,3.4,23.3,31464.0,82.7,12.0,5.2,0.1,5.4,White
Georgia,Charlton County,REP,3419,12963.0,7393.0,5570.0,8.4,62.0,25.3,1.5,0.8,0.0,9378.0,43257.0,6511.0,19102.0,1451.0,23.1,34.7,25.0,20.3,16.9,17.5,20.3,78.8,13.6,0.5,0.4,2.4,4.4,33.7,4412.0,74.8,19.8,5.2,0.2,10.4,White
Georgia,Chatham County,DEM,78247,285506.0,137781.0,147725.0,6.3,49.1,39.4,0.2,2.5,0.1,212500.0,52215.0,1310.0,28765.0,736.0,17.3,25.9,36.2,21.1,22.6,8.1,12.0,78.5,9.5,2.7,2.5,2.6,4.1,21.8,132386.0,80.0,14.5,5.3,0.2,8.7,White
Georgia,Chattahoochee County,REP,880,11096.0,7455.0,3641.0,15.3,59.1,17.9,0.8,2.5,0.2,8372.0,46096.0,6130.0,22774.0,2558.0,15.0,17.9,31.9,18.0,21.6,14.3,14.1,49.2,9.5,0.4,9.8,1.9,29.2,15.5,2210.0,55.6,39.3,4.9,0.2,15.2,White
Georgia,Chattooga County,REP,8064,24880.0,12730.0,12150.0,4.7,83.1,10.2,0.1,0.4,0.0,18729.0,35718.0,2489.0,17716.0,1149.0,22.5,29.5,23.1,15.2,18.9,12.3,30.5,83.6,11.3,0.5,2.2,0.8,1.7,25.2,8839.0,80.2,13.3,6.2,0.4,9.5,White
Georgia,Cherokee County,REP,99585,235896.0,116132.0,119764.0,10.0,79.9,6.2,0.1,1.9,0.0,164025.0,75477.0,1920.0,33466.0,873.0,9.4,12.2,40.7,15.1,27.1,8.8,8.4,78.9,9.1,0.5,1.0,1.9,8.7,34.5,117102.0,84.2,10.5,5.3,0.0,4.9,White
Georgia,Clarke County,DEM,36055,123554.0,58788.0,64766.0,10.6,55.6,27.3,0.1,4.2,0.0,93727.0,34557.0,1564.0,21203.0,570.0,34.1,39.6,40.7,21.3,19.9,5.7,12.4,74.6,10.3,4.5,3.9,2.5,4.2,19.4,57801.0,71.7,23.6,4.5,0.3,7.6,White
Georgia,Clay County,DEM,791,3024.0,1495.0,1529.0,4.7,30.3,64.3,0.0,0.0,0.0,2312.0,23315.0,4341.0,14559.0,2352.0,41.4,63.5,18.4,18.7,20.2,26.6,16.1,66.3,29.3,0.6,0.0,0.0,3.9,29.6,865.0,74.7,19.1,6.2,0.0,20.3,Black
Georgia,Clayton County,DEM,95466,274150.0,129364.0,144786.0,13.2,11.2,67.7,0.2,5.3,0.0,176914.0,44106.0,1280.0,19498.0,400.0,21.9,33.5,23.2,21.3,26.9,9.4,19.2,78.0,12.1,2.6,1.4,2.3,3.5,30.4,122985.0,80.0,14.7,5.2,0.1,10.3,Black
Georgia,Clinch County,REP,2105,6788.0,3411.0,3377.0,4.9,65.7,27.4,0.3,0.6,0.0,4848.0,21838.0,6556.0,17145.0,1744.0,39.5,45.6,27.0,18.0,17.4,14.9,22.7,88.3,8.1,0.0,1.1,0.4,2.1,18.5,2163.0,79.3,18.0,2.6,0.1,9.1,White
Georgia,Cobb County,DEM,221847,739072.0,357252.0,381820.0,12.8,53.1,26.3,0.1,5.1,0.0,497695.0,72004.0,1128.0,36587.0,443.0,10.9,14.7,45.7,14.8,23.9,7.3,8.3,79.6,8.5,1.1,1.2,2.0,7.6,31.4,382187.0,83.4,10.1,6.4,0.1,6.0,White
Georgia,Coffee County,REP,10578,43048.0,22105.0,20943.0,11.3,58.6,27.9,0.1,0.7,0.0,30674.0,36572.0,1549.0,18945.0,1064.0,23.9,34.1,33.1,16.3,20.4,9.8,20.4,85.5,9.2,0.2,0.7,2.1,2.3,20.0,16232.0,79.4,14.3,6.1,0.1,5.7,White
Georgia,Colquitt County,REP,11777,45890.0,22806.0,23084.0,18.9,56.5,22.5,0.3,0.8,0.0,29824.0,34503.0,1794.0,18121.0,903.0,25.4,38.3,22.4,17.5,20.6,21.7,17.7,73.2,18.9,1.4,1.6,1.5,3.5,21.6,18771.0,78.7,15.9,5.3,0.2,7.2,White
Georgia,Columbia County,REP,50013,143723.0,70172.0,73551.0,6.2,70.1,16.3,0.2,4.0,0.0,102391.0,74162.0,1661.0,31720.0,870.0,8.6,10.1,42.9,17.2,22.6,8.2,9.1,86.6,9.4,0.1,0.3,0.6,3.0,25.2,63139.0,74.8,20.3,4.9,0.1,5.8,White
Georgia,Cook County,REP,4900,17190.0,8275.0,8915.0,5.8,64.9,27.2,0.3,0.6,0.0,12384.0,35539.0,3615.0,17587.0,1187.0,24.2,30.1,24.8,16.8,24.1,14.2,20.1,81.8,11.0,0.1,1.6,0.7,4.8,25.6,6902.0,76.6,16.9,6.5,0.0,5.8,White
Georgia,Coweta County,REP,51501,138015.0,67326.0,70689.0,6.8,71.5,17.4,0.1,1.8,0.0,98257.0,67570.0,1607.0,31548.0,895.0,11.6,16.6,34.7,15.8,24.6,10.1,14.8,81.5,10.9,0.6,0.4,1.8,4.8,31.0,66983.0,81.2,13.6,5.0,0.2,5.4,White
Georgia,Crawford County,REP,4428,12385.0,6303.0,6082.0,0.7,73.5,23.3,0.1,1.1,0.0,9611.0,41032.0,5046.0,22212.0,2294.0,18.1,24.1,25.9,19.6,23.3,16.1,15.1,89.1,6.7,0.7,0.7,1.3,1.5,28.8,4604.0,72.2,23.3,4.0,0.5,12.6,White
Georgia,Crisp County,REP,4985,23005.0,10813.0,12192.0,3.2,50.6,43.2,0.0,1.2,0.2,16976.0,33194.0,3700.0,21225.0,2736.0,31.2,40.6,28.7,20.0,25.1,11.6,14.6,83.8,10.5,0.3,1.0,1.7,2.8,18.8,8481.0,69.1,21.9,9.0,0.0,14.8,White
Georgia,Dade County,REP,6066,16282.0,7956.0,8326.0,2.2,93.8,0.5,0.7,1.1,0.7,13024.0,43163.0,4466.0,23184.0,1538.0,17.5,23.0,26.1,21.5,21.6,14.5,16.3,75.8,12.4,0.2,7.1,0.5,3.9,26.4,7719.0,80.8,10.3,8.6,0.3,4.8,White
Georgia,Dawson County,REP,13398,23397.0,11529.0,11868.0,4.2,92.8,1.2,0.1,0.3,0.0,18150.0,62284.0,5862.0,31954.0,2779.0,11.8,15.7,37.1,12.6,25.0,12.3,12.9,79.6,11.2,0.1,0.4,0.8,7.8,32.3,10665.0,79.9,13.3,6.7,0.0,6.1,White
Georgia,Decatur County,REP,6755,27023.0,13037.0,13986.0,5.8,50.9,42.1,0.1,0.4,0.0,19762.0,36934.0,3234.0,19650.0,1242.0,24.1,30.2,27.6,17.0,24.6,14.5,16.3,80.8,11.4,0.5,0.3,4.9,2.2,24.0,9855.0,72.2,20.7,6.9,0.2,6.5,White
Georgia,DeKalb County,DEM,308162,736066.0,348949.0,387117.0,8.7,29.1,53.3,0.2,6.0,0.0,500428.0,55876.0,865.0,32110.0,420.0,17.6,27.9,43.6,16.2,23.9,5.6,10.7,72.0,10.7,7.9,1.7,1.6,6.2,31.9,365630.0,81.6,13.2,5.1,0.2,8.5,Black
Georgia,Dodge County,REP,5843,21063.0,11024.0,10039.0,3.4,65.3,27.8,0.0,0.6,0.0,16512.0,35290.0,2856.0,18563.0,1265.0,22.2,30.6,33.6,15.7,22.4,10.9,17.4,82.2,9.0,0.7,1.2,4.7,2.2,26.0,7684.0,60.9,31.4,7.7,0.0,9.0,White
Georgia,Dooly County,REP,2159,14053.0,7631.0,6422.0,6.9,42.6,49.5,0.0,0.1,0.0,11050.0,33389.0,5181.0,16867.0,2006.0,23.2,32.1,22.2,20.2,18.6,11.2,27.9,82.1,12.7,0.0,0.8,1.0,3.4,21.5,4929.0,66.1,23.4,10.5,0.0,10.5,Black
Georgia,Dougherty County,DEM,24568,91522.0,42377.0,49145.0,2.6,26.2,68.4,0.1,0.8,0.0,67545.0,34541.0,1950.0,20292.0,692.0,30.5,45.7,30.3,22.3,22.9,7.9,16.6,77.5,12.7,2.2,2.5,0.8,4.4,18.9,34494.0,72.3,23.6,4.0,0.1,15.8,Black
Georgia,Douglas County,DEM,42814,140152.0,66926.0,73226.0,9.2,43.4,44.0,0.1,1.6,0.0,97768.0,59333.0,2092.0,25449.0,800.0,14.2,18.8,34.3,15.6,26.2,9.2,14.7,81.8,10.3,0.8,0.7,1.7,4.8,32.7,66421.0,80.6,13.8,5.7,0.0,7.9,Black
Georgia,Early County,REP,2710,10405.0,4817.0,5588.0,2.2,46.1,50.5,0.1,0.8,0.0,7694.0,29493.0,5666.0,17972.0,1246.0,27.5,42.3,29.9,12.4,19.5,19.7,18.6,88.8,7.1,0.1,1.3,2.4,0.3,25.2,3682.0,68.8,24.9,6.3,0.0,8.7,Black
Georgia,Echols County,REP,1256,4011.0,2012.0,1999.0,26.7,65.0,2.7,1.9,0.0,0.0,2598.0,34315.0,3790.0,20589.0,3791.0,28.2,26.2,19.7,13.0,23.4,27.9,16.0,82.6,12.5,0.4,0.9,0.0,3.7,26.8,1656.0,82.8,12.1,5.1,0.0,5.5,White
Georgia,Effingham County,REP,23361,57087.0,28260.0,28827.0,3.9,79.3,13.2,0.1,1.0,0.1,40780.0,64279.0,3102.0,26765.0,940.0,9.6,12.9,32.1,13.7,21.0,14.6,18.6,86.7,8.6,0.2,0.8,1.6,2.1,31.1,26904.0,80.9,15.6,3.4,0.1,5.0,White
Georgia,Elbert County,REP,6226,19288.0,9218.0,10070.0,5.5,63.5,30.5,0.0,0.1,0.0,14697.0,35207.0,3455.0,21138.0,1700.0,22.4,33.8,25.8,14.8,20.8,10.0,28.5,86.1,10.0,0.2,1.8,0.1,1.8,20.8,7327.0,72.1,19.3,8.4,0.2,7.7,White
Georgia,Emanuel County,REP,6553,22502.0,11183.0,11319.0,4.5,59.4,34.0,0.0,0.0,0.0,16600.0,33089.0,3041.0,17944.0,1291.0,29.2,43.4,25.7,20.5,20.5,13.2,20.2,82.3,12.4,1.3,0.9,0.7,2.3,27.9,8291.0,72.1,20.8,6.7,0.4,10.3,White
Georgia,Evans County,REP,2888,10757.0,5093.0,5664.0,11.8,56.5,30.2,0.0,0.8,0.0,7603.0,38736.0,4754.0,20736.0,2053.0,26.0,38.6,29.3,15.5,22.9,13.5,18.9,76.4,9.0,0.3,1.1,8.4,4.9,23.6,4308.0,74.6,16.7,8.7,0.0,6.6,White
Georgia,Fannin County,REP,12169,24480.0,11852.0,12628.0,2.2,95.3,0.2,0.1,0.6,0.1,20090.0,43344.0,5020.0,24845.0,1791.0,15.8,17.9,29.6,20.6,23.5,13.7,12.5,76.5,15.3,0.2,1.0,1.6,5.4,26.9,9299.0,73.6,14.1,12.1,0.2,8.3,White
Georgia,Fayette County,REP,37956,110306.0,53551.0,56755.0,7.1,64.1,21.1,0.3,4.4,0.1,79748.0,84861.0,3591.0,39936.0,1007.0,6.3,7.8,44.8,12.5,23.6,7.3,11.9,80.9,7.3,0.9,0.4,1.9,8.5,31.2,51750.0,78.8,15.4,5.7,0.1,5.5,White
Georgia,Floyd County,REP,28906,96471.0,46770.0,49701.0,10.6,71.4,14.4,0.1,1.5,0.0,69367.0,46096.0,2012.0,23929.0,1019.0,18.1,24.9,29.0,20.3,22.0,10.4,18.3,82.3,8.1,0.5,2.7,1.6,4.8,22.3,41473.0,82.1,13.3,4.5,0.1,7.5,White
Georgia,Forsyth County,REP,85123,211300.0,104886.0,106414.0,9.5,74.9,2.9,0.2,10.5,0.0,133643.0,96445.0,2452.0,39896.0,657.0,6.5,7.7,51.1,11.3,24.8,6.1,6.7,77.6,9.1,0.5,0.7,1.3,10.9,32.7,103649.0,84.9,9.1,5.9,0.1,4.2,White
Georgia,Franklin County,REP,9069,22328.0,10852.0,11476.0,4.4,83.9,9.8,0.1,0.7,0.0,16865.0,39246.0,4427.0,19663.0,1539.0,25.4,32.2,29.8,15.6,18.3,14.4,21.9,84.8,7.1,0.4,2.2,1.2,4.3,25.8,8353.0,77.4,14.9,7.5,0.2,6.3,White
Georgia,Fulton County,DEM,380212,1010420.0,489797.0,520623.0,7.4,39.9,43.6,0.2,6.7,0.0,710189.0,61336.0,792.0,41041.0,548.0,16.0,23.5,50.1,14.6,24.0,3.9,7.4,72.1,7.7,7.5,2.6,1.9,8.2,28.1,500783.0,83.4,11.2,5.3,0.1,7.7,Black
Georgia,Gilmer County,REP,13429,29614.0,14950.0,14664.0,11.5,85.5,0.6,0.1,0.5,0.0,22105.0,46211.0,3104.0,23688.0,1469.0,18.8,35.4,26.1,22.5,21.3,14.6,15.5,75.2,16.4,0.3,1.6,1.6,4.8,30.1,12120.0,78.7,11.2,9.8,0.3,7.4,White
Georgia,Glascock County,REP,1402,3027.0,1464.0,1563.0,1.6,87.4,8.8,0.8,0.0,0.0,2321.0,45273.0,4977.0,19815.0,2141.0,11.5,9.2,32.4,10.9,17.7,14.1,24.9,85.7,9.9,0.0,0.2,1.2,2.9,31.3,1307.0,76.5,18.6,4.9,0.0,3.3,White
Georgia,Glynn County,REP,25617,83467.0,39362.0,44105.0,6.7,63.8,25.7,0.4,1.3,0.0,62005.0,47546.0,2169.0,29209.0,1623.0,19.2,31.0,33.3,23.1,23.0,9.0,11.6,83.2,9.2,0.4,1.5,2.2,3.5,19.3,37393.0,75.9,18.4,5.5,0.2,6.7,White
Georgia,Gordon County,REP,19405,56424.0,27913.0,28511.0,15.4,78.0,3.9,0.0,1.1,0.0,38832.0,43452.0,2229.0,21208.0,1076.0,18.8,29.6,23.2,14.6,22.4,12.5,27.3,79.1,12.2,0.6,1.2,3.0,4.0,23.9,25142.0,84.2,11.1,4.5,0.2,5.7,White
Georgia,Grady County,REP,7034,25048.0,12247.0,12801.0,11.1,58.3,28.2,0.5,0.5,0.3,17537.0,39462.0,3389.0,20864.0,1523.0,25.4,40.0,28.0,13.3,24.3,16.8,17.7,81.4,14.4,0.0,1.0,0.5,2.6,25.3,10207.0,76.5,13.9,8.3,1.4,8.0,White
Georgia,Greene County,REP,7066,16732.0,8142.0,8590.0,6.1,56.4,35.8,0.1,1.0,0.0,12969.0,45069.0,3751.0,32890.0,2712.0,21.9,34.6,27.7,24.3,25.6,7.8,14.6,78.4,9.0,0.4,0.8,4.2,7.2,26.4,6122.0,78.0,15.4,6.4,0.2,6.5,White
Georgia,Gwinnett County,DEM,241994,889954.0,435401.0,454553.0,20.7,39.3,25.9,0.2,11.2,0.0,530671.0,64496.0,804.0,27945.0,324.0,12.1,17.7,37.3,16.1,26.3,10.1,10.2,79.1,11.6,1.2,1.1,1.3,5.8,33.1,439634.0,82.9,10.6,6.2,0.3,5.8,White
Georgia,Habersham County,REP,16637,43878.0,20824.0,23054.0,14.2,77.3,3.1,0.1,2.3,0.2,31448.0,44474.0,1781.0,20656.0,871.0,17.2,22.6,27.3,16.4,22.9,12.4,21.0,82.6,11.4,0.7,1.6,1.5,2.2,26.9,17338.0,79.0,13.9,6.9,0.2,5.5,White
Georgia,Hall County,REP,64183,192865.0,96103.0,96762.0,27.8,61.6,7.3,0.2,1.7,0.0,119990.0,55622.0,1940.0,26283.0,697.0,16.1,24.8,28.5,14.4,24.1,10.9,22.1,81.0,11.4,0.3,1.0,2.3,4.0,26.3,90062.0,84.1,10.6,5.2,0.1,4.6,White
Georgia,Hancock County,DEM,2976,8667.0,5258.0,3409.0,1.8,24.1,72.9,0.0,0.5,0.1,7276.0,29268.0,2293.0,15454.0,3288.0,30.0,54.8,25.8,33.0,19.6,6.3,15.3,89.0,5.2,1.0,0.0,0.0,4.7,29.4,2126.0,66.8,26.8,6.4,0.0,4.0,Black
Georgia,Haralson County,REP,12330,28722.0,13965.0,14757.0,1.5,91.2,4.3,0.2,0.8,0.0,21640.0,43663.0,3367.0,23141.0,1366.0,18.0,25.2,27.2,16.8,21.2,16.1,18.7,84.3,11.3,0.0,0.2,1.0,3.1,33.6,11808.0,78.7,14.5,6.7,0.1,7.2,White
Georgia,Harris County,REP,14319,33198.0,16686.0,16512.0,3.3,77.1,15.9,0.1,0.9,0.0,25597.0,69539.0,6381.0,32373.0,2281.0,7.3,7.7,36.8,13.8,25.2,10.2,14.0,86.4,7.4,0.6,0.6,1.6,3.3,26.1,15123.0,76.4,16.9,6.6,0.1,8.5,White
Georgia,Hart County,REP,9465,25535.0,12502.0,13033.0,3.7,75.1,19.0,0.0,0.9,0.0,19724.0,41216.0,2612.0,21668.0,1548.0,18.8,23.6,26.8,15.8,23.2,12.4,21.8,85.4,8.2,0.2,1.7,0.3,4.2,21.8,9989.0,80.2,12.3,7.0,0.5,4.7,White
Georgia,Heard County,REP,4519,11607.0,5762.0,5845.0,0.7,85.0,10.0,0.0,0.5,0.1,8875.0,44897.0,3468.0,20946.0,1425.0,17.4,23.6,23.6,17.8,17.7,17.9,23.0,86.1,10.6,0.3,0.7,1.2,1.0,37.6,4797.0,72.3,17.9,9.5,0.3,9.6,White
Georgia,Henry County,DEM,73443,217506.0,104175.0,113331.0,6.5,46.7,40.7,0.1,3.3,0.0,153050.0,64752.0,1733.0,26924.0,627.0,11.4,16.5,33.5,15.8,26.9,9.0,14.7,81.0,9.8,1.0,0.5,1.2,6.5,33.6,100413.0,77.1,18.3,4.5,0.1,7.7,White
Georgia,Houston County,REP,41540,150341.0,73081.0,77260.0,6.6,57.5,29.7,0.3,3.0,0.0,107551.0,55965.0,2162.0,26305.0,691.0,16.7,23.9,35.2,18.0,23.9,11.4,11.5,86.2,10.0,0.0,0.6,1.3,1.9,21.4,65928.0,66.2,29.7,3.9,0.1,7.8,White
Georgia,Irwin County,REP,3134,9278.0,4767.0,4511.0,1.3,67.6,28.0,0.0,0.5,0.0,7227.0,34677.0,6022.0,19429.0,2382.0,24.5,34.0,32.4,16.6,18.1,10.4,22.6,86.5,8.6,0.0,0.3,2.7,2.0,20.4,3301.0,75.6,18.1,6.2,0.1,7.4,White
Georgia,Jackson County,REP,29502,63851.0,31539.0,32312.0,7.1,82.4,6.7,0.1,1.7,0.0,45830.0,57999.0,2894.0,25598.0,1056.0,12.5,14.0,32.3,15.8,25.1,10.0,16.8,85.5,8.8,0.2,0.2,1.0,4.3,30.8,28016.0,78.8,14.0,6.8,0.5,6.5,White
Georgia,Jasper County,REP,5822,13732.0,6688.0,7044.0,3.9,73.6,20.8,0.2,0.3,0.0,10198.0,42067.0,3363.0,19784.0,1300.0,19.4,24.4,24.3,14.0,18.9,20.5,22.4,82.7,10.2,0.1,1.5,2.3,3.2,32.6,5505.0,76.4,15.5,8.0,0.1,7.2,White
Georgia,Jeff Davis County,REP,4695,14999.0,7403.0,7596.0,11.4,71.6,16.6,0.0,0.0,0.0,10510.0,37267.0,3563.0,18550.0,1520.0,20.6,28.2,26.4,15.0,23.6,17.3,17.6,87.2,9.9,0.1,1.2,0.3,1.3,23.0,5472.0,77.4,18.3,4.3,0.0,5.0,White
Georgia,Jefferson County,DEM,4058,15954.0,7691.0,8263.0,3.7,41.7,54.0,0.1,0.1,0.0,11916.0,29640.0,1657.0,17485.0,1300.0,26.9,43.7,22.4,16.9,19.6,13.0,28.2,82.6,12.3,0.2,2.1,0.0,2.8,25.8,5783.0,72.8,21.2,6.0,0.0,8.5,Black
Georgia,Jenkins County,REP,2161,8929.0,4273.0,4656.0,6.4,56.2,35.5,0.2,0.9,0.0,6546.0,27197.0,4924.0,15149.0,1627.0,30.7,45.6,25.5,26.9,15.6,11.3,20.8,79.8,13.3,0.0,3.2,0.0,3.7,25.5,3296.0,70.2,24.3,5.5,0.0,6.3,White
Georgia,Johnson County,REP,2850,9800.0,5476.0,4324.0,2.3,62.6,33.8,0.0,0.2,0.0,7799.0,36423.0,4737.0,19706.0,1343.0,21.5,36.4,23.1,17.0,19.3,13.4,27.2,77.1,18.1,0.0,0.6,1.1,3.2,28.6,4111.0,70.4,21.3,8.0,0.3,11.4,White
Georgia,Jones County,REP,9940,28540.0,13864.0,14676.0,1.5,71.9,24.7,0.2,0.7,0.0,21631.0,55110.0,5523.0,26098.0,1771.0,14.2,20.0,33.8,12.4,27.5,11.8,14.4,85.0,9.8,0.4,0.6,0.4,3.8,26.9,12241.0,73.4,20.7,5.9,0.0,8.7,White
Georgia,Lamar County,REP,6331,18282.0,8800.0,9482.0,2.3,65.0,29.0,0.1,0.8,0.0,14220.0,41157.0,4775.0,20458.0,1258.0,20.8,29.7,31.2,18.5,23.1,8.0,19.2,79.7,12.2,0.0,2.7,1.4,3.9,29.6,6951.0,76.4,15.8,7.7,0.1,11.4,White
Georgia,Lanier County,REP,2509,10388.0,5208.0,5180.0,5.5,68.7,24.1,0.0,0.3,0.0,7647.0,31109.0,5468.0,17739.0,1784.0,28.7,32.6,29.2,16.3,31.6,11.2,11.7,89.8,2.2,0.1,3.7,1.7,2.6,24.1,3551.0,70.4,20.1,9.5,0.0,10.6,White
Georgia,Laurens County,REP,14493,47451.0,22542.0,24909.0,2.6,58.2,36.7,0.1,1.1,0.0,35178.0,35202.0,1689.0,20687.0,989.0,27.3,37.2,31.2,19.1,22.8,9.9,17.1,85.8,9.4,0.2,1.7,1.1,1.7,23.0,17192.0,73.9,20.1,5.8,0.2,5.1,White
Georgia,Lee County,REP,12007,29216.0,14524.0,14692.0,2.7,72.8,19.5,0.0,2.5,0.1,21090.0,65018.0,3516.0,28061.0,1187.0,11.6,16.7,39.9,11.6,25.0,11.3,12.2,87.6,7.9,0.0,0.2,0.3,4.0,20.5,13503.0,70.1,24.1,5.6,0.3,7.1,White
Georgia,Liberty County,DEM,13104,62120.0,31466.0,30654.0,12.5,40.3,40.0,0.4,2.1,0.5,43087.0,43493.0,1738.0,20966.0,838.0,16.6,21.7,27.9,23.0,24.5,9.5,15.1,82.8,9.8,0.5,3.8,2.0,1.1,21.6,22406.0,62.0,33.6,4.1,0.3,11.9,White
Georgia,Lincoln County,REP,3173,7768.0,3651.0,4117.0,1.5,65.4,32.2,0.1,0.2,0.0,6225.0,37711.0,6081.0,24529.0,2859.0,23.0,38.0,20.5,19.3,22.3,18.5,19.4,85.9,8.0,0.2,0.6,1.8,3.5,33.3,3215.0,74.9,18.3,6.7,0.1,6.0,White
Georgia,Long County,REP,3527,17857.0,8746.0,9111.0,11.4,58.5,23.9,0.2,0.9,0.2,11891.0,53083.0,4971.0,20321.0,1649.0,20.0,27.6,29.0,18.6,21.3,13.1,18.1,79.0,13.8,0.1,0.8,4.8,1.4,30.2,5999.0,65.0,27.4,7.5,0.0,17.2,White
Georgia,Lowndes County,REP,25692,113941.0,55796.0,58145.0,5.4,54.5,36.1,0.2,1.9,0.0,83763.0,39911.0,1705.0,21199.0,992.0,25.0,30.6,30.9,20.0,28.4,8.8,11.8,85.3,8.8,0.4,1.7,1.2,2.6,19.2,46445.0,77.2,18.5,4.1,0.2,9.2,White
Georgia,Lumpkin County,REP,12163,31567.0,15502.0,16065.0,4.7,90.8,2.1,0.7,0.4,0.0,25045.0,43039.0,2966.0,23364.0,2071.0,20.1,18.8,28.8,20.8,24.1,11.0,15.3,85.2,7.1,0.2,3.2,0.9,3.5,28.7,14549.0,74.1,17.7,7.7,0.5,6.0,White
Georgia,McDuffie County,REP,6169,21488.0,10028.0,11460.0,2.9,54.2,40.3,0.0,0.5,0.8,15663.0,40469.0,4618.0,20436.0,1296.0,26.0,44.7,29.0,17.7,21.2,11.0,21.0,88.2,7.1,0.0,0.3,2.1,2.3,26.5,8204.0,80.5,16.0,3.4,0.2,8.1,White
Georgia,McIntosh County,REP,4016,14061.0,6896.0,7165.0,1.5,61.7,35.1,0.1,0.0,0.1,11486.0,43285.0,4280.0,25226.0,2532.0,20.3,29.7,23.0,17.9,27.0,13.2,18.9,80.1,12.8,0.0,1.6,0.2,5.3,29.1,5716.0,77.7,16.6,5.8,0.0,9.2,White
Georgia,Macon County,DEM,2858,13675.0,7563.0,6112.0,4.2,32.6,59.3,0.4,1.6,0.0,10837.0,30851.0,3027.0,15919.0,1508.0,28.6,39.2,19.6,20.6,19.1,11.1,29.6,74.6,14.0,0.1,2.8,3.7,4.7,27.3,4524.0,71.3,20.4,8.0,0.2,16.8,Black
Georgia,Madison County,REP,11326,28600.0,14345.0,14255.0,4.9,82.9,8.6,0.3,1.4,0.0,21380.0,47653.0,3252.0,22885.0,1361.0,17.6,24.1,29.7,15.1,22.0,13.8,19.3,83.0,10.3,0.2,0.9,1.6,4.0,26.0,12065.0,72.9,18.7,8.2,0.2,8.0,White
